1985-01,11.38
1985-02,11.51
1985-03,11.86
1985-04,11.43
1985-05,10.85
1985-06,10.16
1985-07,10.31
1985-08,10.33
1985-09,10.37
1985-10,10.24
1985-11,9.78
1985-12,9.26
1986-01,9.19
1986-02,8.70
1986-03,7.78
1986-04,7.30
1986-05,7.71
1986-06,7.80
1986-07,7.30
1986-08,7.17
1986-09,7.45
1986-10,7.43
1986-11,7.25
1986-12,7.11
1987-01,7.08
1987-02,7.25
1987-03,7.25
1987-04,8.02
1987-05,8.61
1987-06,8.40
1987-07,8.45
1987-08,8.76
1987-09,9.42
1987-10,9.52
1987-11,8.86
1987-12,8.99
1988-01,8.67
1988-02,8.21
1988-03,8.37
1988-04,8.72
1988-05,9.09
1988-06,8.92
1988-07,9.06
1988-08,9.26
1988-09,8.98
1988-10,8.80
1988-11,8.96
1988-12,9.11
1989-01,9.09
1989-02,9.17
1989-03,9.36
1989-04,9.18
1989-05,8.86
1989-06,8.28
1989-07,8.02
1989-08,8.11
1989-09,8.19
1989-10,8.01
1989-11,7.87
1989-12,7.84
1990-01,8.21
1990-02,8.47
1990-03,8.59
1990-04,8.79
1990-05,8.76
1990-06,8.48
1990-07,8.47
1990-08,8.75
1990-09,8.89
1990-10,8.72
1990-11,8.39
1990-12,8.08
1991-01,8.09
1991-02,7.85
1991-03,8.11
1991-04,8.04
1991-05,8.07
1991-06,8.28
1991-07,8.27
1991-08,7.90
1991-09,7.65
1991-10,7.53
1991-11,7.42
1991-12,7.09
1992-01,7.03
1992-02,7.34
1992-03,7.54
1992-04,7.48
1992-05,7.39
1992-06,7.26
1992-07,6.84
1992-08,6.59
1992-09,6.42
1992-10,6.59
1992-11,6.87
1992-12,6.77
1993-01,6.60
1993-02,6.26
1993-03,5.98
1993-04,5.97
1993-05,6.04
1993-06,5.96
1993-07,5.81
1993-08,5.68
1993-09,5.36
1993-10,5.33
1993-11,5.72
1993-12,5.77
1994-01,5.75
1994-02,5.97
1994-03,6.48
1994-04,6.97
1994-05,7.18
1994-06,7.10
1994-07,7.30
1994-08,7.24
1994-09,7.46
1994-10,7.74
1994-11,7.96
1994-12,7.81
1995-01,7.78
1995-02,7.47
1995-03,7.20
1995-04,7.06
1995-05,6.63
1995-06,6.17
1995-07,6.28
1995-08,6.49
1995-09,6.20
1995-10,6.04
1995-11,5.93
1995-12,5.71
1996-01,5.65
1996-02,5.81
1996-03,6.27
1996-04,6.51
1996-05,6.74
1996-06,6.91
1996-07,6.87
1996-08,6.64
1996-09,6.83
1996-10,6.53
1996-11,6.20
1996-12,6.30
1997-01,6.58
1997-02,6.42
1997-03,6.69
1997-04,6.89
1997-05,6.71
1997-06,6.49
1997-07,6.22
1997-08,6.30
1997-09,6.21
1997-10,6.03
1997-11,5.88
1997-12,5.81
1998-01,5.54
1998-02,5.57
1998-03,5.65
1998-04,5.64
1998-05,5.65
1998-06,5.50
1998-07,5.46
1998-08,5.34
1998-09,4.81
1998-10,4.53
1998-11,4.83
1998-12,4.65
1999-01,4.72
1999-02,5.00
1999-03,5.23
1999-04,5.18
1999-05,5.54
1999-06,5.90
1999-07,5.79
1999-08,5.94
1999-09,5.92
1999-10,6.11
1999-11,6.03
1999-12,6.28
2000-01,6.66
2000-02,6.52
2000-03,6.26
2000-04,5.99
2000-05,6.44
2000-06,6.10
2000-07,6.05
2000-08,5.83
2000-09,5.80
2000-10,5.74
2000-11,5.72
2000-12,5.24
2001-01,5.16
2001-02,5.10
2001-03,4.89
2001-04,5.14
2001-05,5.39
2001-06,5.28
2001-07,5.24
2001-08,4.97
2001-09,4.73
2001-10,4.57
2001-11,4.65
2001-12,5.09
2002-01,5.04
2002-02,4.91
2002-03,5.28
2002-04,5.21
2002-05,5.16
2002-06,4.93
2002-07,4.65
2002-08,4.26
2002-09,3.87
2002-10,3.94
2002-11,4.05
2002-12,4.03
2003-01,4.05
2003-02,3.90
2003-03,3.81
2003-04,3.96
2003-05,3.57
2003-06,3.33
2003-07,3.98
2003-08,4.45
2003-09,4.27
2003-10,4.29
2003-11,4.30
2003-12,4.27
2004-01,4.15
2004-02,4.08
2004-03,3.83
2004-04,4.35
2004-05,4.72
2004-06,4.73
2004-07,4.50
2004-08,4.28
2004-09,4.13
2004-10,4.10
2004-11,4.19
2004-12,4.23
2005-01,4.22
2005-02,4.17
2005-03,4.50
2005-04,4.34
2005-05,4.14
2005-06,4.00
2005-07,4.18
2005-08,4.26
2005-09,4.20
2005-10,4.46
2005-11,4.54
2005-12,4.47
2006-01,4.42
2006-02,4.57
2006-03,4.72
2006-04,4.99
2006-05,5.11
2006-06,5.11
2006-07,5.09
2006-08,4.88
2006-09,4.72
2006-10,4.73
2006-11,4.60
2006-12,4.56
2007-01,4.76
2007-02,4.72
2007-03,4.56
2007-04,4.69
2007-05,4.75
2007-06,5.10
2007-07,5.00
2007-08,4.67
2007-09,4.52
2007-10,4.53
2007-11,4.15
2007-12,4.10
2008-01,3.74
2008-02,3.74
2008-03,3.51
2008-04,3.68
2008-05,3.88
2008-06,4.10
2008-07,4.01
2008-08,3.89
2008-09,3.69
2008-10,3.81
2008-11,3.53
2008-12,2.42
2009-01,2.52
2009-02,2.87
2009-03,2.82
2009-04,2.93
2009-05,3.29
2009-06,3.72
2009-07,3.56
2009-08,3.59
2009-09,3.40
2009-10,3.39
2009-11,3.40
2009-12,3.59
2010-01,3.73
2010-02,3.69
2010-03,3.73
2010-04,3.85
2010-05,3.42
2010-06,3.20
2010-07,3.01
2010-08,2.70
2010-09,2.65
2010-10,2.54
2010-11,2.76
2010-12,3.29
2011-01,3.39
2011-02,3.58
2011-03,3.41
2011-04,3.46
2011-05,3.17
2011-06,3.00
2011-07,3.00
2011-08,2.30
2011-09,1.98
2011-10,2.15
2011-11,2.01
2011-12,1.98
2012-01,1.97
2012-02,1.97
2012-03,2.17
